-0.25, 0.13, -0.36, 0
0.89, 0.26, 0.92, 1
0.61, 0.52, 0.66, 0
-0.63, 0.80, -0.05, 0
-0.25, -0.14, 0.89, 0
0.75, 0.65, -0.58, 1
-0.45, -0.56, -0.90, 1
0.35, -0.88, -0.94, 1
0.20, -0.32, 0.82, 1
-0.63, -0.80, 0.94, 1
-0.01, -0.30, 0.01, 1
-0.77, 0.73, -0.36, 0
-0.33, 0.11, 0.71, 0
-0.86, 0.63, 0.02, 0
-0.11, -0.87, 0.86, 1
-0.53, -0.37, 0.79, 1
0.29, -0.27, -0.80, 1
0.54, -0.06, -0.81, 1
-0.38, 0.11, 0.01, 0
-0.94, -0.60, 0.77, 0
0.23, 0.89, 0.97, 0
0.71, 0.35, 0.17, 1
0.75, -0.42, 0.58, 1
-0.08, 0.33, -0.56, 1
0.42, -0.78, -0.20, 1
0.27, -0.68, -0.40, 1
0.78, 0.47, -0.94, 1
-0.24, 0.89, 0.95, 0
0.08, -0.26, -0.67, 1
-0.68, 0.08, -0.45, 0
0.57, -0.09, -0.86, 1
0.35, -0.20, -0.99, 1
-0.41, 0.50, -0.15, 0
-0.31, -0.27, 0.11, 1
-0.38, 0.76, 0.31, 0
-0.28, 0.12, -0.97, 1
0.36, -0.52, 0.61, 1
-0.70, 0.02, -0.21, 0
0.87, 0.88, -0.17, 0
-0.70, 0.14, -0.77, 0
-0.03, 0.32, 0.41, 0
-0.36, -0.43, -0.19, 1
0.74, 0.97, 0.61, 0
0.83, 0.11, -0.83, 1
-0.50, 0.38, 0.56, 0
0.12, 0.20, -0.70, 1
0.27, -0.48, -0.45, 1
-0.52, -0.57, 0.49, 1
0.99, 0.66, -0.24, 1
0.50, -0.64, -0.37, 1
0.47, -0.02, 0.14, 1
-0.96, -0.86, 0.95, 0
0.30, 0.15, 0.29, 1
-0.70, 0.57, 0.61, 0
0.18, 0.71, 0.10, 0
0.99, 0.65, -0.03, 1
0.58, 0.52, -0.50, 1
0.13, 0.50, -0.63, 0
0.24, 0.21, 0.10, 0
-0.57, -0.88, 0.42, 1
0.77, -0.02, 0.90, 1
-0.97, 0.48, 0.38, 0
-0.13, 0.97, -0.83, 0
0.20, -0.65, -0.01, 1
-0.71, -0.95, 0.26, 1
0.24, -0.61, -0.23, 1
-0.25, 0.52, 0.91, 0
0.46, -0.46, -0.18, 1
0.03, -0.05, 0.08, 1
-0.73, -0.43, 0.27, 1
-0.23, 0.13, -0.63, 0
-0.51, 0.46, -0.51, 0
-0.46, 0.45, -0.59, 0
0.59, 0.77, -0.80, 0
-0.88, 0.49, 0.77, 0
-0.09, -0.59, -0.39, 1
-0.91, 0.29, 0.27, 0
0.78, -0.15, 0.33, 1
0.04, 0.09, 0.74, 0
1.00, 0.90, -0.02, 1
0.85, 0.65, 0.38, 1
0.78, -0.28, 0.22, 1
-0.54, -0.72, -0.86, 1
-0.65, -0.00, 0.32, 0
-0.25, -0.63, -0.46, 1
0.85, -0.59, -0.02, 1
-0.15, -0.44, 0.08, 1
-0.73, 0.74, -0.50, 0
0.21, 0.05, -0.95, 1
-0.74, 0.55, -0.71, 0
-0.28, -0.51, 0.37, 1
0.11, 0.91, -0.78, 0
0.61, 0.61, 0.79, 0
0.66, 0.28, -0.48, 1
0.08, 0.07, -0.86, 1
-0.92, -0.02, -0.24, 0
0.43, 0.91, -0.47, 0
0.61, 0.26, -0.53, 1
0.06, -0.30, -0.33, 1
0.22, -0.17, -0.39, 1
-0.28, -0.90, -0.84, 1
0.35, 0.95, 0.63, 0
0.89, -0.26, -0.15, 1
