-0.33, -0.62, 1
0.89, -0.67, 0
0.98, -0.26, 0
-0.55, 0.38, 1
0.43, 0.47, 0
-0.68, 0.55, 1
0.28, 0.48, 0
-0.34, -0.40, 1
0.78, 0.76, 0
0.62, -0.83, 0
-0.08, 0.81, 0
-0.35, -0.38, 1
-0.59, -0.02, 1
0.73, -0.99, 0
-0.62, -0.79, 1
0.23, -0.05, 0
-0.21, 0.94, 0
-0.49, -0.39, 1
-0.34, 0.44, 1
-0.73, -0.27, 1
0.57, -0.37, 0
0.05, -0.65, 1
-0.38, 0.53, 1
-0.20, 0.40, 1
0.31, 0.03, 0
0.61, -0.05, 0
-0.08, 0.94, 0
-0.67, -0.05, 1
0.97, 0.15, 0
0.85, -0.33, 0
-0.72, 0.00, 1
0.80, -0.23, 0
-0.74, -0.30, 1
0.03, -0.36, 1
-0.27, -0.09, 1
-0.86, -0.06, 1
-0.11, 0.94, 0
0.73, -0.14, 0
0.66, 0.35, 0
0.17, -0.84, 1
0.34, -0.33, 0
0.40, -0.13, 0
0.66, 0.16, 0
-0.85, -0.93, 1
-0.37, -0.10, 1
-0.56, 0.62, 1
-0.67, -0.44, 1
-0.97, -0.18, 1
-0.82, 0.23, 1
-0.11, -0.27, 1
-0.74, 0.56, 1
-0.80, -0.12, 1
-0.66, 0.24, 1
-0.65, 0.43, 1
-0.41, -0.17, 1
0.76, 0.93, 0
-0.42, 0.29, 1
-0.86, 0.40, 1
-0.23, 0.76, 0
0.53, -0.73, 0
-0.27, -0.32, 1
0.03, 0.42, 0
-0.04, -0.05, 1
-0.33, 0.27, 1
0.24, -0.17, 0
-0.62, -0.99, 1
0.26, 0.04, 0
-0.60, -0.32, 1
-0.61, 0.97, 1
0.30, -0.38, 0
0.66, -0.16, 0
-0.31, 0.98, 0
-0.26, -0.12, 1
0.70, -0.47, 0
-0.48, 0.57, 1
-0.26, -0.54, 1
-0.95, -0.16, 1
-0.65, -0.29, 1
0.18, 0.45, 0
-0.60, 0.73, 1
0.70, -0.03, 0
0.66, 0.56, 0
-0.95, -0.12, 1
-0.29, 0.91, 0
0.79, 0.64, 0
0.49, 0.05, 0
0.94, 0.54, 0
0.20, 0.66, 0
-0.72, -0.73, 1
0.29, 0.45, 0
-0.25, -0.20, 1
0.89, -0.17, 0
-0.20, -0.13, 1
-0.62, -0.35, 1
0.70, -0.88, 0
0.31, -0.35, 0
0.40, 0.50, 0
-0.38, 0.51, 1
-0.43, -0.57, 1
-0.75, 0.62, 1
