-0.22, 0.59, 0
-0.35, 0.12, 0
0.36, 0.80, 1
-0.34, 0.10, 0
0.44, 0.77, 1
-0.78, -0.93, 0
-0.47, 0.81, 0
-0.84, -0.67, 0
-0.25, 0.05, 0
0.36, -0.50, 1
-0.09, -1.00, 1
0.05, -0.93, 1
0.23, -0.86, 1
0.62, 0.39, 1
0.87, 0.01, 1
0.90, -0.83, 1
-0.26, 0.20, 0
-0.39, -0.20, 0
0.44, 0.27, 1
-0.78, -0.68, 0
0.64, -0.34, 1
-0.06, -0.62, 1
0.37, 0.91, 1
-0.91, 0.07, 0
-0.77, -0.08, 0
-0.77, -0.78, 0
0.01, 0.75, 0
0.42, -0.03, 1
-0.36, 0.32, 0
0.73, 0.56, 1
0.73, 0.81, 1
0.90, -0.03, 1
-0.65, 0.26, 0
0.01, 0.99, 0
-0.45, 0.07, 0
-0.03, -0.18, 1
-0.61, 0.07, 0
0.85, 0.21, 1
-0.67, -0.64, 0
-0.59, 0.51, 0
0.10, -0.40, 1
0.03, -0.06, 1
-0.58, -0.67, 0
-0.84, -0.25, 0
-0.54, -0.89, 0
0.14, -0.02, 1
-0.18, -1.00, 1
0.47, 0.36, 1
-0.37, 0.75, 0
0.98, 0.31, 1
-0.43, -0.62, 0
0.98, -0.97, 1
-0.58, -0.27, 0
0.10, -0.77, 1
-0.82, 0.53, 0
0.18, 0.38, 1
0.58, 0.29, 1
-0.28, -0.11, 0
0.94, -0.94, 1
-0.49, -0.37, 0
-0.94, -0.92, 0
0.06, -0.80, 1
0.82, -0.37, 1
0.64, 0.47, 1
-0.68, -0.79, 0
-0.80, 0.86, 0
0.21, -0.74, 1
0.83, 0.58, 1
-0.29, 0.52, 0
-0.79, -0.58, 0
-0.31, 0.37, 0
-0.48, -0.11, 0
-0.18, -1.00, 1
0.22, -0.49, 1
-0.94, 0.66, 0
0.47, 0.92, 1
0.24, -0.71, 1
-0.21, 0.69, 0
-0.23, -0.73, 1
-0.79, -0.79, 0
-0.58, -0.55, 0
-0.32, -0.01, 0
-0.01, 0.61, 0
0.80, 0.97, 1
-0.51, -0.31, 0
0.06, -0.66, 1
-0.10, 0.50, 0
0.13, 0.26, 1
-0.56, 0.92, 0
-0.14, 0.38, 0
0.92, 0.35, 1
-0.92, 0.23, 0
-0.44, 0.73, 0
0.22, 0.55, 1
-0.59, 0.17, 0
0.60, -0.85, 1
0.78, 0.54, 1
-0.45, 0.27, 0
-0.78, -0.87, 0
-0.45, 0.48, 0
0.86, -0.86, 1
0.98, -0.43, 1
-0.64, -0.04, 0
0.53, 0.53, 1
0.81, -0.19, 1
0.49, -0.58, 1
-0.61, 0.65, 0
-0.34, 0.63, 0
0.41, -0.90, 1
-0.09, -0.69, 1
-0.79, -0.15, 0
-0.28, 0.74, 0
-0.19, 0.47, 0
0.01, -0.78, 1
-0.89, 0.99, 0
0.33, -0.27, 1
-0.85, -0.93, 0
-0.76, -0.10, 0
0.81, -0.28, 1
-0.25, 0.75, 0
0.23, -0.23, 1
0.71, -0.33, 1
0.41, 0.46, 1
-0.06, -0.97, 1
-0.94, 0.32, 0
-0.20, 0.79, 0
0.35, 0.68, 1
-0.03, 0.74, 0
0.97, 0.28, 1
0.57, -0.81, 1
0.56, -0.14, 1
0.50, 0.43, 1
-0.02, -0.89, 1
-0.67, -0.89, 0
-0.10, 0.91, 0
0.97, -0.59, 1
-0.31, 0.61, 0
-0.20, 0.50, 0
0.49, -0.80, 1
-0.60, -0.53, 0
-0.88, 0.27, 0
-0.53, 0.17, 0
0.27, 0.09, 1
-0.19, -0.91, 1
-0.96, -0.96, 0
-0.93, -0.43, 0
-0.04, -0.59, 1
-0.45, 0.73, 0
-0.95, -0.30, 0
-0.77, 0.17, 0
0.44, 0.69, 1
0.22, 0.13, 1
0.42, -0.20, 1
0.91, -0.59, 1
0.26, -0.60, 1
0.24, -0.19, 1
0.20, -0.70, 1
0.47, -0.84, 1
0.49, 0.42, 1
0.91, 0.23, 1
0.91, 0.79, 1
0.33, 0.40, 1
-0.81, 1.00, 0
-0.00, -0.15, 1
0.76, 0.61, 1
0.85, 0.49, 1
0.31, -0.32, 1
0.16, -0.79, 1
