-0.50, 0.73, 0
0.68, -0.41, 1
0.81, -0.15, 1
-0.63, 0.41, 1
-0.37, 0.86, 0
-0.88, -0.61, 1
0.83, -0.86, 0
0.76, 0.01, 1
0.22, -0.45, 0
0.12, 0.76, 0
-0.21, -0.21, 0
0.46, 0.90, 0
-0.39, 0.05, 1
-0.01, 0.70, 0
0.37, -0.66, 0
0.72, -0.98, 0
0.71, -0.41, 1
0.02, -0.39, 0
-0.35, -0.80, 0
0.84, 0.94, 0
-0.46, 0.92, 0
-0.21, -0.10, 1
0.60, -0.80, 0
0.66, 0.55, 0
0.39, 0.10, 1
0.34, 0.08, 1
0.47, 0.32, 0
-0.32, -0.60, 0
-0.86, 0.61, 1
-0.30, 0.17, 1
0.25, 0.09, 1
0.16, -0.08, 1
-0.51, 0.35, 1
0.93, -0.37, 1
-0.78, 0.21, 1
-0.88, -0.08, 1
0.87, -0.39, 1
-0.78, -0.92, 0
-0.69, -0.64, 0
0.68, -0.71, 0
-0.56, -0.00, 1
-0.74, -0.40, 1
-0.25, 0.63, 0
-0.59, -0.29, 1
-0.92, -0.06, 1
0.75, 0.94, 0
0.42, -0.74, 0
-0.39, -0.50, 0
0.87, -0.97, 0
-0.18, -0.77, 0
0.19, 0.26, 0
0.04, -0.67, 0
-0.39, -0.49, 0
-0.75, -0.79, 0
-0.20, 0.08, 1
0.94, -0.78, 0
-0.14, 0.81, 0
-0.48, -0.58, 0
-0.44, 0.94, 0
0.63, -0.88, 0
-0.19, 0.18, 1
-0.45, -0.89, 0
-0.19, 0.96, 0
0.36, 0.13, 1
0.83, 0.93, 0
-0.71, -0.40, 1
0.52, 0.40, 0
-0.57, -0.64, 0
-0.57, -0.41, 1
-0.98, 0.24, 1
-0.58, -0.58, 0
-0.15, 0.88, 0
0.30, -0.93, 0
0.02, -0.38, 0
0.37, -0.08, 1
-0.59, -0.16, 1
0.20, 0.74, 0
0.77, 0.66, 0
0.42, -0.96, 0
-0.58, 0.30, 1
-0.61, -0.75, 0
-0.75, -0.23, 1
0.62, -0.07, 1
-0.64, -0.52, 0
-0.36, -0.34, 0
-0.66, 0.05, 1
0.36, 0.90, 0
-0.21, -0.10, 1
-0.02, 0.82, 0
0.39, 0.72, 0
0.36, 0.12, 1
0.82, 0.17, 1
0.98, -0.81, 0
0.48, 0.59, 0
-0.05, -0.34, 0
-0.71, -0.79, 0
0.83, 0.93, 0
0.27, -0.11, 1
0.69, 0.65, 0
-0.26, 0.16, 1
-0.64, -0.53, 0
-0.45, -0.33, 0
-0.53, -0.73, 0
-0.48, -0.60, 0
-0.51, -0.61, 0
0.66, -0.23, 1
0.96, -0.79, 0
0.01, 0.85, 0
0.47, -0.95, 0
0.42, 0.76, 0
-0.56, -0.12, 1
0.91, 0.43, 0
0.48, 0.92, 0
0.25, 0.68, 0
-0.07, 0.29, 0
0.48, -0.30, 1
-0.57, -0.00, 1
0.33, 0.99, 0
-0.32, -0.08, 1
-0.81, 0.04, 1
0.51, -0.94, 0
0.62, 0.11, 1
0.34, 0.18, 0
-0.68, -0.29, 1
-0.03, 0.91, 0
-0.35, -0.44, 0
-0.23, -0.61, 0
-0.42, -0.94, 0
0.87, -0.91, 0
0.33, 0.35, 0
0.47, -0.48, 0
0.23, 0.85, 0
-0.28, 0.74, 0
0.26, -0.54, 0
-0.32, -0.05, 1
-0.63, -0.54, 0
-0.16, 0.99, 0
0.07, 0.71, 0
-0.95, 0.87, 1
-0.67, 0.05, 1
0.63, 0.99, 0
0.94, -0.97, 0
-0.34, -0.30, 0
0.76, 0.81, 0
-0.85, 0.23, 1
-0.94, 0.53, 1
-0.51, 0.14, 1
0.73, 0.36, 0
0.23, -0.79, 0
0.64, -0.22, 1
0.69, -0.10, 1
0.78, -0.06, 1
0.50, -0.54, 0
0.63, 0.86, 0
0.18, -0.85, 0
0.73, 0.04, 1
-0.73, 0.36, 1
0.36, -0.83, 0
0.87, -0.73, 0
0.15, -0.49, 0
0.25, -0.15, 1
-0.54, -0.96, 0
-0.65, 0.69, 1
-0.55, -0.41, 1
0.68, 0.84, 0
0.09, -0.19, 0
0.60, -0.78, 0
0.76, -0.30, 1
0.20, -0.01, 1
0.44, -0.11, 1
-0.84, -0.40, 1
0.99, -0.67, 0
0.25, -0.87, 0
0.57, -0.13, 1
-0.11, -0.45, 0
-0.43, 0.28, 1
0.02, -0.59, 0
0.66, 0.80, 0
-0.04, 0.41, 0
0.58, 0.77, 0
-0.42, -0.99, 0
0.21, -0.86, 0
0.67, -0.54, 0
0.70, 0.02, 1
0.84, -0.67, 0
0.48, 0.32, 0
-0.13, 0.20, 0
